chr,start,end,hervd_name,intact_ENV,intact_POL,intact_GAG,SNP,SNP_phenotype,dist_from_SNP,virus_length_bp,nearest_gene,dist_nearest_gene
chr2,71384908,71392739,"ERV_2161744_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,7831,MPHOSPH10,7677
chr2,71615229,71622947,"ERV_1973505_LTR22E,HERVK22_int",TRUE,TRUE,TRUE,None,None,-1,7718,ZNF638,46962
chr2,73856035,73865090,ERV_1975482_MER57A_int,FALSE,TRUE,FALSE,None,None,-1,9055,NAT8,2759
chr2,73916267,73924760,ERV_1975525_MER57A_int,TRUE,TRUE,TRUE,None,None,-1,8493,NAT8B,2875
chr2,73921186,73922220,ERV_1975530_MER57A_int,FALSE,TRUE,FALSE,None,None,-1,1034,NAT8B,5415
chr2,75440857,75446671,"ERV_2164422_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5814,TACR1,14211
chr2,75619443,75624295,"ERV_2164531_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,4852,EVA1A,95148
chr2,76098816,76106638,"ERV_1977628_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,7822,GCFC2,160775
chr2,76800751,76806830,"ERV_2165233_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6079,LRRTM4,168018
chr2,77315373,77321180,"ERV_1978572_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5807,LRRTM4-AS1,78459
chr2,78192266,78198004,"ERV_1979329_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,5738,SNAR-H,10114
chr2,78332877,78339539,"ERV_2165897_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,6662,LOC101927948,22055
chr2,78985329,78991393,"ERV_1980003_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6064,LOC105374820,192115
chr2,79278526,79284205,"ERV_1980273_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5679,REG3G,22899
chr2,79319159,79326760,"ERV_2166389_HERVH48_int,MER48",FALSE,TRUE,TRUE,None,None,-1,7601,REG1B,4040
chr2,79354558,79361888,"ERV_2166403_ERVL47_int,LTR47B3",FALSE,TRUE,FALSE,None,None,-1,7330,REG1CP,740
chr2,79390297,79397479,"ERV_2166416_LTR17,HERV17_int",TRUE,TRUE,TRUE,None,None,-1,7182,REG3A,3418
chr2,79438472,79444833,"ERV_2166444_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6361,REG3A,51593
chr2,80402720,80409650,"ERV_2167043_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,6930,LRRTM1,119352
chr2,81102924,81107286,"ERV_2167468_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4362,CTNNA2,226931
chr2,81614663,81617253,"ERV_1982086_HUERS-P3_int,LTR9A1",FALSE,TRUE,TRUE,None,None,-1,2590,LINC01815,71229
chr2,81877522,81885254,ERV_2167871_HERVIP10F_int,TRUE,TRUE,TRUE,None,None,-1,7732,LINC01815,183452
chr2,81937646,81940804,"ERV_2167900_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,3158,LINC01815,243576
chr2,82249785,82258403,"ERV_1982578_LTR14C,HERVK14C_int",TRUE,TRUE,TRUE,None,None,-1,8618,LINC01815,555715
chr2,84016071,84021604,"ERV_2168930_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5533,LINC01809,265465
chr2,84101057,84106618,"ERV_2168972_HERV-Fc1_int,HERV-Fc1_LTR3",TRUE,TRUE,TRUE,None,None,-1,5561,LINC01809,350451
chr2,84697884,84704550,"ERV_2169282_HERVK14_int,LTR14B",TRUE,TRUE,TRUE,None,None,-1,6666,SUCLG1,11480
chr2,85878322,85879848,"ERV_2170294_ERVL-E_int,LTR41",FALSE,TRUE,TRUE,None,None,-1,1526,USP39,1915
chr2,87266459,87270610,"ERV_1987156_MER52_int,LTR28C",TRUE,TRUE,TRUE,None,None,-1,4151,LOC285074,12813
chr2,87377836,87381595,ERV_2171422_MER52_int,TRUE,TRUE,TRUE,None,None,-1,3759,MIR4771-1,40313
chr2,88024730,88030104,"ERV_2171742_LTR27D,MER52_int",FALSE,TRUE,TRUE,None,None,-1,5374,LOC730268,14038
chr2,89007671,89010407,ERV_2172536_ERV24B_Prim_int,FALSE,TRUE,TRUE,None,None,-1,2736,RPIA,19217
chr2,89349618,89356463,"ERV_1989054_LTR7C,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6845,MIR4436A,237650
chr2,90182455,90189295,"ERV_2173129_LTR7C,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6840,MIR4436A,1070487
chr2,96882882,96889066,"ERV_2174603_LTR17,HERV17_int",TRUE,TRUE,TRUE,None,None,-1,6184,SNORA112,2382
chr2,98438110,98443612,ERV_1993384_HERV9NC_int,TRUE,TRUE,TRUE,None,None,-1,5502,TMEM131,70814
chr2,99368685,99373199,ERV_1994121_PRIMA41_int,TRUE,TRUE,TRUE,None,None,-1,4514,LINC02611,4326
chr2,99888483,99894554,ERV_2176442_HERVK9_int,TRUE,TRUE,TRUE,None,None,-1,6071,LYG1,6146
chr2,100978450,100982433,"ERV_2177058_HERVK11_int,MER11C,MER11A",TRUE,TRUE,TRUE,None,None,-1,3983,CHST10,25888
chr2,101328525,101334122,"ERV_1995895_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,5597,NPAS2,102478
chr2,101331124,101333693,ERV_1995897_HERVL_int,FALSE,TRUE,FALSE,None,None,-1,2569,NPAS2,102907
chr2,101854294,101861574,"ERV_1996383_HERVK11D_int,MER11D",TRUE,TRUE,TRUE,None,None,-1,7280,CNOT11,7773
chr2,103525011,103531623,"ERV_2178767_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6612,LINC01796,12831
chr2,105203562,105210443,"ERV_2179511_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6881,LINC01102,74347
chr2,106825670,106832143,"ERV_2000471_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,6473,UXS1,14875
chr2,108558738,108565118,"ERV_2181504_HERVK9_int,MER9a3",TRUE,TRUE,TRUE,None,None,-1,6380,SLC5A7,37861
chr2,112568558,112572720,"ERV_2005073_MER52_int,LTR28C",FALSE,TRUE,TRUE,None,None,-1,4162,MIR4771-2,39847
chr2,115068816,115074599,"ERV_2007355_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,5783,DPP10,125618
chr2,115946649,115952308,"ERV_2186229_HERVIP10F_int,LTR10A",TRUE,FALSE,FALSE,None,None,-1,5659,DPP10-AS1,27729
chr2,116916297,116918975,ERV_2186783_PRIMA41_int,TRUE,TRUE,TRUE,None,None,-1,2678,DPP10,312941
chr2,116936377,116947286,"ERV_2186793_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,10909,DPP10,333021
chr2,117008928,117013728,"ERV_2008870_HERVK9_int,MER9a2",FALSE,TRUE,TRUE,None,None,-1,4800,DPP10,405572
chr2,117039991,117047190,"ERV_2008890_HERV9_int,LTR12F",FALSE,TRUE,TRUE,None,None,-1,7199,DPP10,436635
chr2,117225420,117230787,ERV_2009013_HERV3_int,FALSE,TRUE,TRUE,None,None,-1,5367,DPP10,622064
chr2,117888205,117892654,"ERV_2009513_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4449,DDX18,679612
chr2,118036329,118042104,"ERV_2009627_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5775,DDX18,530162
chr2,118224068,118228766,"ERV_2187433_LTR9,HUERS-P3_int",TRUE,TRUE,TRUE,None,None,-1,4698,DDX18,343500
chr2,122439224,122440483,ERV_2190228_HERVIP10FH_int,FALSE,TRUE,FALSE,None,None,-1,1259,NIFK-AS1,30110
chr2,124253886,124257940,"ERV_2191348_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,4054,LINC01826,422829
chr2,124416655,124418678,"ERV_2191434_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,2023,LOC107985820,350832
chr2,124439219,124449117,"ERV_2015533_HERVS71_int,LTR6B",FALSE,TRUE,TRUE,None,None,-1,9898,LOC107985820,320393
chr2,126415988,126418579,"ERV_2017260_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,2591,LINC01941,449096
chr2,126642561,126653374,"ERV_2192663_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,10813,LINC01941,214301
chr2,127403478,127410002,"ERV_2193037_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,rs10928979,NAN,-1,6524,GYPC,3508
chr2,127516969,127518814,ERV_2018155_ERVL-B4_int,FALSE,TRUE,FALSE,None,None,-1,1845,GYPC,62718
chr2,128127451,128134145,"ERV_2018741_HERVK22_int,LTR22C0",TRUE,TRUE,TRUE,None,None,-1,6694,MAP3K2,18100
chr2,128794833,128798119,ERV_2019487_HERVI_int,FALSE,TRUE,FALSE,None,None,-1,3286,SAP130,9200
chr2,130719538,130722617,"ERV_2195083_LTR5_Hs,HERVK_int",TRUE,TRUE,FALSE,None,None,-1,3079,RAB6C-AS1,1547
chr2,132897018,132905636,"ERV_2196336_HERVIP10F_int,LTR10A",TRUE,TRUE,TRUE,None,None,-1,8618,ANKRD30BL,473
chr2,135562854,135568530,ERV_2197825_HERV9NC_int,TRUE,TRUE,TRUE,rs6430538,NAN,-1,5676,ACMSD,27655
chr2,136829388,136834831,"ERV_2198730_LTR3A,HERVK3_int",TRUE,TRUE,TRUE,rs6714750,NAN,-1,5443,CXCR4,37087
chr2,138271712,138276527,"ERV_2027453_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,4815,THSD7B,163576
chr2,138441953,138446241,"ERV_2199728_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4288,THSD7B,6665
chr2,139965768,139972571,"ERV_2028831_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,6803,YY1P2,309024
chr2,141183963,141189998,"ERV_2029808_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6035,MIR7157,154196
chr2,143247248,143252931,"ERV_2202081_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5683,LRP1B,358663
chr2,143658254,143665468,"ERV_2202290_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,7214,KYNU,30236
chr2,143688404,143694860,"ERV_2202308_HERVH48_int,MER48",FALSE,TRUE,TRUE,None,None,-1,6456,KYNU,59230
chr2,147300440,147307375,"ERV_2203989_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6935,PABPC1P2,37249
chr2,147532230,147538930,"ERV_2035131_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,6700,PABPC1P2,183672
chr2,148069500,148076248,ERV_2035571_HERV9_int,TRUE,TRUE,TRUE,None,None,-1,6748,ACVR2A,525837
chr2,149011214,149017451,"ERV_2204904_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,6237,ORC4,232041
chr2,150174607,150181365,"ERV_2037173_LTR14A,HERVK14_int",TRUE,TRUE,TRUE,None,None,-1,6758,LYPD6,5133
chr2,150969231,150975092,"ERV_2037763_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5861,LINC01817,116313
chr2,151686450,151692964,"ERV_2206472_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,rs7560163,NAN,-1,6514,LINC02612,194579
chr2,151809931,151816647,"ERV_2038476_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6716,RBM43,287806
chr2,151816740,151819444,ERV_2038477_HERVH_int,TRUE,TRUE,TRUE,None,None,-1,2704,RBM43,285009
chr2,152165582,152171742,"ERV_2038821_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,6160,NMI,19400
chr2,153034684,153037961,"ERV_2207271_HERVK9_int,MER9a2",FALSE,TRUE,TRUE,rs16830728,NAN,-1,3277,STAM2,2407
chr2,153130142,153136276,"ERV_2207354_MER9a1,HERVK9_int",TRUE,TRUE,TRUE,None,None,-1,6134,FMNL2,55411
chr2,153558762,153565348,ERV_2040081_HERVIP10F_int,FALSE,TRUE,TRUE,rs9288125,NAN,-1,6586,ARL6IP6,8813
chr2,153819043,153828609,"ERV_2207818_HERV4_I_int,MER51A",TRUE,TRUE,TRUE,None,None,-1,9566,ARL6IP6,200133
chr2,154391049,154392548,"ERV_2208090_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,1499,RPRM,55773
chr2,154966752,154973815,"ERV_2208386_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,7063,GALNT13,172909
chr2,155439151,155443738,"ERV_2208625_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4587,KCNJ3,111354
chr2,155723741,155731092,"ERV_2041653_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,7351,KCNJ3,8875
chr2,156779558,156784158,ERV_2209251_ERVL_int,FALSE,TRUE,TRUE,None,None,-1,4600,LINC01876,92888
chr2,157576596,157582367,"ERV_2209696_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5771,GPD2,133681
chr2,159703462,159705756,ERV_2044817_HERVE_int,TRUE,TRUE,TRUE,None,None,-1,2294,DAPL1,30960
chr2,159722697,159726754,ERV_2044830_HERVE_int,FALSE,TRUE,TRUE,None,None,-1,4057,DAPL1,50195
chr2,159737969,159742763,"ERV_2044837_HERVE_int,LTR2C",FALSE,TRUE,TRUE,None,None,-1,4794,DAPL1,65467
chr2,160937375,160946425,"ERV_2211582_HUERS-P3_int,LTR9A1",TRUE,TRUE,TRUE,None,None,-1,9050,ITGB6,9751
chr2,163923029,163929849,"ERV_2048272_LTR12_,HERV9N_int",FALSE,TRUE,TRUE,None,None,-1,6820,KCNH7,227752
chr2,165028313,165033733,"ERV_2213685_MLT2A1,HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,5420,GRB14,315193
chr2,165152336,165158105,"ERV_2049291_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,5769,GRB14,190821
chr2,165315670,165319811,"ERV_2049413_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4141,GRB14,29115
chr2,165514421,165516136,"ERV_2213915_LTR17,HERV17_int",TRUE,TRUE,TRUE,rs6717858,NAN,-1,1715,COBLL1,1696
chr2,166564062,166572708,"ERV_2214485_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs6726821,Blood Pressure,20581,8646,CSRNP3,18145
chr2,167465627,167471547,"ERV_2051211_HERVK22_int,LTR22",TRUE,TRUE,TRUE,None,None,-1,5920,SCN7A,122146
chr2,169114060,169119960,ERV_2052439_ERVL-B4_int,FALSE,TRUE,TRUE,rs2390669,NAN,-1,5900,STK39,9955
chr2,169990293,169993326,"ERV_2053126_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,3033,LRP2,9708
chr2,170568135,170574103,"ERV_2216668_HERVL18_int,LTR18B",FALSE,TRUE,FALSE,None,None,-1,5968,PHOSPHO2,9917
chr2,170968527,170976294,"ERV_2054035_HERVK22_int,LTR22C0",TRUE,TRUE,TRUE,rs6711417,NAN,-1,7767,UBR3,27886
chr2,171833968,171839896,"ERV_2217638_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5928,TLK1,7436
chr2,173379665,173383996,ERV_2056387_HERVK22_int,TRUE,TRUE,TRUE,None,None,-1,4331,ITGA6,8478
chr2,173384826,173389139,ERV_2218790_PABL_B_int,FALSE,TRUE,TRUE,None,None,-1,4313,ITGA6,13639
chr2,179916314,179922061,"ERV_2222675_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5747,CCDC141,1450
chr2,180570732,180576793,"ERV_2062422_HERVL32_int,LTR32",FALSE,TRUE,FALSE,rs16866933,NAN,-1,6061,ZNF385B,39661
chr2,181096404,181104062,"ERV_2062817_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,7658,CWC22,224380
chr2,183254365,183261568,"ERV_2064422_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,7203,PDE1A,37398
chr2,183628784,183631086,ERV_2224568_HERVK22_int,TRUE,TRUE,TRUE,None,None,-1,2302,DNAJC10,30407
chr2,183908515,183914432,"ERV_2065012_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5917,NCKAP1,5330
chr2,183915000,183918495,"ERV_2224711_HERVK9_int,MER9a3",FALSE,TRUE,TRUE,None,None,-1,3495,NCKAP1,11815
chr2,184750234,184758564,"ERV_2065585_HERV9NC_int,LTR12C,LTR12D",TRUE,TRUE,TRUE,None,None,-1,8330,MIR548AE1,485137
chr2,187274286,187280165,"ERV_2226348_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,5879,ZC3H15,70821
chr2,187296113,187302881,"ERV_2067565_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,6768,ZC3H15,48105
chr2,188034726,188043015,"ERV_2226806_LTR1D1,MER52_int",TRUE,TRUE,TRUE,None,None,-1,8289,CALCRL,163675
chr2,188043018,188049340,"ERV_2226807_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6322,CALCRL,157350
chr2,188065086,188070584,"ERV_2226815_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,5498,CALCRL,136106
chr2,188422668,188430881,"ERV_2226967_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,8213,TFPI,3436
chr2,188535210,188540998,"ERV_2227024_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5788,TFPI,115978
chr2,188898225,188903863,"ERV_2068836_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5638,LINC01090,3541
chr2,189033415,189039437,"ERV_2227252_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6022,GULP1,116958
chr2,189769110,189775609,"ERV_2227606_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6499,COL3A1,63489
chr2,192907161,192911340,ERV_2072131_ERVL-B4_int,FALSE,TRUE,TRUE,rs10497721,NAN,-1,4179,TMEFF2,97569
chr2,192995112,193000852,"ERV_2072195_HERVH_int,LTR7Y",TRUE,TRUE,TRUE,None,None,-1,5740,TMEFF2,40616
chr2,193353127,193355389,"ERV_2229697_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,2262,PCGEM1,259181
chr2,193370805,193377931,"ERV_2072492_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,7126,PCGEM1,236639
chr2,193780384,193789583,"ERV_2072814_LTR7,HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,9199,PCGEM1,138759
chr2,194319021,194321669,"ERV_2073219_LTR12_,HERV9N_int",FALSE,TRUE,FALSE,None,None,-1,2648,PCGEM1,677396
chr2,194995426,195001303,"ERV_2230432_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5877,LINC01821,207689
chr2,195019482,195027901,"ERV_2230443_LTR71A,HERVP71A_int",TRUE,TRUE,TRUE,None,None,-1,8419,LINC01821,181091
chr2,198443134,198452450,"ERV_2076833_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,9316,RFTN2,19503
chr2,200044088,200050416,"ERV_2078152_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6328,SATB2,83806
chr2,200088509,200095147,"ERV_2233273_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,6638,SATB2,39075
chr2,200111970,200117371,"ERV_2078201_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5401,SATB2,16851
chr2,202432073,202435073,"ERV_2234794_ERVL-B4_int,MLT2B4",FALSE,TRUE,TRUE,None,None,-1,3000,C2CD6,36031
chr2,203361451,203369341,"ERV_2081440_LTR12C,HERV9NC_int",TRUE,TRUE,TRUE,None,None,-1,7890,BMPR2,71021
chr2,204826665,204832368,"ERV_2236810_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5703,ICOS,365
chr2,207671564,207677377,"ERV_2238619_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5813,FASTKD2,10651
chr2,207881942,207888008,"ERV_2085593_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6066,CPO,47744
chr2,209080649,209086659,"ERV_2239620_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6010,IDH1,14291
chr2,209254630,209262145,ERV_2239740_HUERS-P3_int,TRUE,TRUE,TRUE,None,None,-1,7515,PTH2R,9371
chr2,209758492,209770226,"ERV_2087276_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,11734,LOC101927960,68181
chr2,209942744,209949127,"ERV_2087416_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6383,LOC101927960,252433
chr2,210164037,210169677,"ERV_2087579_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5640,MAP2,119093
chr2,211230031,211234907,"ERV_2240759_HERVIP10F_int,LTR10A",TRUE,FALSE,FALSE,None,None,-1,4876,LANCL1-AS1,45472
chr2,211998479,212005744,"ERV_2088942_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,7265,ERBB4,234697
chr2,212126532,212132425,"ERV_2089050_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5893,ERBB4,108016
chr2,213304847,213311402,"ERV_2090115_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,rs13393577,NAN,-1,6555,MIR548F2,13763
chr2,214242561,214246027,"ERV_2242216_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,3466,SPAG16,59852
chr2,214328521,214341421,"ERV_2242250_LTR27D,MER52_int",TRUE,TRUE,TRUE,None,None,-1,12900,SPAG16,145812
chr2,214333037,214339689,"ERV_2242251_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6652,SPAG16,150328
chr2,215954662,215960754,"ERV_2092271_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6092,ABCA12,48687
chr2,216677512,216681000,ERV_2092953_ERV24_Prim_int,FALSE,TRUE,FALSE,None,None,-1,3488,LINC00607,30747
chr2,216787026,216792869,"ERV_2093052_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5843,MREG,14437
chr2,218455569,218457503,"ERV_2244925_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,1934,DIRC3,165747
chr2,218973984,218986220,ERV_2245246_HERV9_int,TRUE,TRUE,TRUE,rs11676348,NAN,-1,12236,CXCR2,3796
chr2,218976979,218981740,"ERV_2095135_HERVK9_int,MER9a3",FALSE,TRUE,TRUE,None,None,-1,4761,CXCR2,8276
chr2,219038743,219044620,"ERV_2245284_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,5877,CXCR1,7058
chr2,220446412,220453365,"ERV_2246421_MER41C,PRIMA41_int",FALSE,TRUE,TRUE,None,None,-1,6953,INHA,5979
chr2,221402949,221407961,ERV_2247089_HERVL_int,FALSE,TRUE,TRUE,None,None,-1,5012,MIR4268,631663
chr2,223299645,223304080,"ERV_2248203_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,4435,SGPP2,14819
chr2,224053498,224060223,"ERV_2248744_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6725,KCNE4,133143
chr2,224952071,224958232,"ERV_2249377_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6161,SERPINE2,48035
chr2,225090048,225095710,"ERV_2101030_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5662,FAM124B,147704
chr2,225161350,225167095,"ERV_2101094_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5745,FAM124B,76319
chr2,229165151,229173492,ERV_2252048_HUERS-P3_int,TRUE,TRUE,TRUE,None,None,-1,8341,SPHKAP,118748
chr2,230984304,230988001,"ERV_2106597_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,3697,SP110,44007
chr2,231955716,231966136,"ERV_2253768_LTR22E,HERVK22_int",TRUE,TRUE,TRUE,None,None,-1,10420,HTR2B,6807
chr2,232265423,232273569,"ERV_2107704_HERVE_int,LTR2C",TRUE,TRUE,TRUE,rs6753112,NAN,-1,8146,B3GNT7,452
chr2,232294692,232297105,"ERV_2254072_LTR7C,HERVH_int",FALSE,TRUE,TRUE,rs1667320,NAN,-1,2413,NCL,21136
chr2,234122261,234126467,"ERV_2255511_HERVH_int,LTR7B",FALSE,TRUE,TRUE,rs12994997,NAN,-1,4206,INPP5D,5712
chr2,238515427,238521304,"ERV_2113455_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5877,LRRFIP1,14925
chr2,239113975,239120314,ERV_2258756_HERVFH19_int,FALSE,TRUE,TRUE,rs12472274,NAN,-1,6339,ILKAP,1639
chr2,239902211,239904102,"ERV_2259186_LTR17,HERV17_int",TRUE,TRUE,TRUE,rs12477314,NAN,-1,1891,LINC01940,54246
chr2,241797526,241807104,"ERV_2115723_MER84_int,MER84",FALSE,TRUE,TRUE,None,None,-1,9578,AGXT,1136
chr20,153413,159507,"ERV_2260783_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6094,DEFB128,8986
chr20,171333,174823,"ERV_2322741_LTR17,HERV17_int",FALSE,TRUE,TRUE,rs6074578,NAN,-1,3490,DEFB128,981
chr20,448506,453557,"ERV_2323001_LTR22E,HERVK22_int",TRUE,TRUE,TRUE,None,None,-1,5051,CSNK2A1,416
chr20,772951,781031,ERV_2261625_HERVIP10F_int,FALSE,TRUE,TRUE,None,None,-1,8080,SLC52A3,16323
chr20,877520,882242,"ERV_2261747_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4722,ANGPT4,19457
chr20,1380580,1382903,ERV_2262272_HERVK3_int,TRUE,TRUE,TRUE,None,None,-1,2323,FKBP1A-SDCBP2,6764
chr20,1707885,1714240,"ERV_2324063_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6355,LOC100289473,39770
chr20,5284489,5289370,"ERV_2266532_HERVK9_int,MER9a2",FALSE,TRUE,TRUE,None,None,-1,4881,PROKR2,7525
chr20,5461738,5463260,"ERV_2327148_HERV4_I_int,MER51E",FALSE,TRUE,FALSE,None,None,-1,1522,LOC643406,3958
chr20,7554267,7564537,"ERV_2328571_ERVL-B4_int,MLT2B4",FALSE,TRUE,TRUE,rs6108011,NAN,-1,10270,MIR8062,201928
chr20,7721166,7723755,ERV_2328661_PABL_B_int,TRUE,TRUE,TRUE,None,None,-1,2589,HAO1,139876
chr20,12320915,12326615,"ERV_2331656_HERVH_int,LTR7Y",FALSE,TRUE,TRUE,None,None,-1,5700,BTBD3,413672
chr20,12733593,12740291,"ERV_2273185_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6698,LINC01722,105560
chr20,13338527,13343351,"ERV_2273687_LTR7,HERVH_int",FALSE,TRUE,TRUE,rs1223271,NAN,-1,4824,TASP1,26684
chr20,15128341,15134181,"ERV_2333378_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5840,MACROD2,43304
chr20,16815515,16827125,"ERV_2334410_LTR24,ERV24_Prim_int",TRUE,TRUE,TRUE,None,None,-1,11610,OTOR,82706
chr20,18497766,18503415,"ERV_2335591_HERVH_int,LTR7B",FALSE,TRUE,TRUE,None,None,-1,5649,SEC23B,14832
